,device_id,device_freq
12390,CIODTMMBAFGRV,1
12391,CIONPWDNIUPRZ,1
12392,CIOSKYCEAQVZW,1
12393,CIOSVZDCEWVIA,1
12394,CIOUYLMYCFBQB,1
12395,CIPEVUOIELOJP,1
12396,CIPLBNZNIMQQK,1
12397,CIPUAMBIMRTON,2
12398,CIPZQIPIUTDOE,1
12399,CIQDCGQQLCSFV,1
12400,CIQLGLODUTLDC,1
12401,CIQPIHQXFUOXX,1
12402,CIQPZAPZNQWBV,1
12403,CIQTCXSDQEOAJ,2
12404,CIQVBBEXLGOMC,1
12405,CIQVPINKAZRZW,1
12406,CIQYKODQZBGYF,1
12407,CIRBPAFRWBSDI,1
12408,CIRDZRWWBYYGV,1
12409,CIRFGQWOOCCLX,1
12410,CIRGEQFVLJHUJ,1
12411,CIRHSCZCXUBRP,1
12412,CIRPZQRMCWJRB,1
12413,CIRRECOKPIFZJ,1
12414,CISHUPCPTOCER,1
12415,CISIRUBBCFSVL,2
12416,CISNFNCSMPIPH,1
12417,CISOAJPWUJLRK,1
12418,CISPERKIHXCJU,1
12419,CISQJAHYJIRAM,1
12420,CISRNVKLPFDWM,1
12421,CISUQCXMQWLZQ,1
12422,CISWZVRMJGUTQ,1
12423,CISYHANITUGWJ,1
12424,CISZEZIYZMSKN,1
12425,CITFFVUSIYXIM,1
12426,CITKCTAKQKWVX,1
12427,CITNPTUWAAFXD,1
12428,CITOVRNYVUDIN,1
12429,CITQDDPWXLMVF,1
12430,CITTXMBEMSNCN,1
12431,CIUBIBYVYGSXB,1
12432,CIUBIHOMRYDMA,1
12433,CIUFZUYTCWAMS,1
12434,CIUIYWFIXWFAU,1
12435,CIULGMKYBJNER,1
12436,CIUWZNGVNJSEO,8
12437,CIUXBUOFKOLQF,1
12438,CIUZSVIYDIUVA,1
12439,CIVAKZTUYLTRC,1
12440,CIVGXQURXKVYB,1
12441,CIVIIODNKDXTJ,1
12442,CIVIOPGORYBTK,1
12443,CIVKMVVYFMEBS,1
12444,CIVLDHOPGPXVY,1
12445,CIVPFRWEPKMDY,1
12446,CIVPHYJBDCDQT,1
12447,CIVQDRCREMEYV,1
12448,CIWBVDVTSBCIV,1
12449,CIWDDQSDZQEKG,1
12450,CIWHGIOSTBJSL,1
12451,CIWIDKBCZBIYJ,1
12452,CIWJPLNHZBBDV,1
12453,CIWKBQZEAEICG,1
12454,CIWLIPYKHHMPP,1
12455,CIWPROSSUSFKB,1
12456,CIWUGJMOTASQG,1
12457,CIWUHEAJUSEBL,1
12458,CIWZEIWVKCTDZ,3
12459,CIXBRYIMIESXL,1
12460,CIXCVCJVUAVFE,1
12461,CIXEBYZNHRJTR,1
12462,CIXFTTAFCYIAZ,1
12463,CIXHAGNHCKGCO,2
12464,CIXHUXCLEDQCB,1
12465,CIXIZDEUDUUTO,1
12466,CIXRVUBZYNGGE,1
12467,CIXSFLWWABYSX,1
12468,CIXVYQWVOUSBW,1
12469,CIXYTDNFORSLZ,1
12470,CIXZWEITELZBY,1
12471,CIYCDQXEAVNUW,1
12472,CIYJWJAFTPCZD,1
12473,CIYKMLFZACTNN,1
12474,CIYNYCOHTDUMS,1
12475,CIYPKZHURPIGT,1
12476,CIYSZSLJSOFKS,1
12477,CIYVBMLCFLBCM,1
12478,CIZBVVGRTREZC,1
12479,CIZEHPEZFVVUM,1
12480,CIZHEIQNPWDTM,1
12481,CIZOBTOOAJIBP,1
12482,CIZQPWQJGDCMB,1
12483,CIZSQYHRQFVEV,1
12484,CIZXYZIFQIGEN,11
12485,CIZXZXCWSNISN,1
12486,CIZZWQWXEFFYV,1
12487,CJACZVDHGZZQP,1
12488,CJAFPDKEJEBGD,1
12489,CJAGCEWMNMBMA,1
12490,CJAPJPFNAQDHS,1
12491,CJAQUTOMIULSA,1
12492,CJAWBQADELXTZ,1
12493,CJAYSMZISYDPG,1
12494,CJBAEUNYCYJDX,1
12495,CJBCIREFXBUWT,1
12496,CJBDDHMPDIUMD,1
12497,CJBGQMYBZJFKP,1
12498,CJBHUDBUQMUBL,1
12499,CJBKLBDVIPTFT,1
12500,CJBKNCXVIIXXZ,1
12501,CJBQTLOWMUOVH,1
12502,CJBTHBXRUREBS,1
12503,CJBXIQPSMOVME,1
12504,CJBYLJMGFUOMA,1
12505,CJCIHKYPRFSZY,1
12506,CJCUDLHWGIKXC,1
12507,CJDAVRCVLRJIV,1
12508,CJDFIQTMPUJVN,1
12509,CJDILPYVHPLYP,1
12510,CJDJRMNRIUTYB,1
12511,CJDKUNSPDLHTZ,1
12512,CJDPXFXCERSMU,1
12513,CJDPZLIXBEPHI,1
12514,CJDRPJORDVRMY,2
12515,CJDTUNSFWEVCN,1
12516,CJDVIQXFTNBNR,1
12517,CJDXIHGPWRKSE,1
12518,CJEALAVKWVANS,1
12519,CJEDARRGZSDGY,1
12520,CJEELLXYQMTME,1
12521,CJEFDFDURUIJV,1
12522,CJEFMAGLWMEBG,1
12523,CJEFQXHHULLDT,1
12524,CJEHTQLNDDJZL,1
12525,CJEJMCSSSRTFJ,1
12526,CJEPQTDXWFNQI,1
12527,CJETFWMDYSEBC,1
12528,CJEUXOCELOFXJ,1
12529,CJEVRLRZTQGSL,1
12530,CJEWXBXEQFWMK,1
12531,CJEZTUGKHDMMY,1
12532,CJFAUJJECBAHY,1
12533,CJFAWVISEYEQB,1
12534,CJFCRIKZWIEFW,1
12535,CJFHHFUNRCWNO,1
12536,CJFJVKTMKEONX,1
12537,CJFOKFOWYWKLG,1
12538,CJFPOLREWBTFE,1
12539,CJFSZNDVSNIHE,2
12540,CJFTSHYLBGUCL,2
12541,CJFUFEQOKHRNT,1
12542,CJFUNRGHTFPGP,1
12543,CJGFCRLUGTIKQ,1
12544,CJGFHJNFORANQ,1
12545,CJGODVUZCLDNN,1
12546,CJGPEURSHTREW,1
12547,CJGPNIHFPBNXU,1
12548,CJGSBRWPLGQMT,1
12549,CJGUFZXTPYPBL,1
12550,CJGVDUYXMKBJD,1
12551,CJHKCMHVPKBFE,1
12552,CJHLBQZLSIEWO,1
12553,CJHMMIYRUHJUF,1
12554,CJHSPWKAGJHYC,1
12555,CJHTGFXRIKQOI,1
12556,CJHUTITBAYFIK,1
12557,CJHVQWNCJELTJ,1
12558,CJHWRXISOAYTL,1
12559,CJIBDAAAFWJCK,1
12560,CJIDLRGRENAVE,1
12561,CJIFBITRAZVNS,1
12562,CJIGHSPIXIIQH,1
12563,CJIIHFQRQZODZ,1
12564,CJIKSLMMKJSYD,1
12565,CJIMFPVCOUTOJ,1
12566,CJIMQFGUCBDGS,1
12567,CJIORNPBQEAKG,1
12568,CJIUDYYWZTCFW,1
12569,CJIWEEUCWLNGN,1
12570,CJIYBENLFKMFT,1
12571,CJJFUNEYRXQYL,1
12572,CJJISNYPHBBEB,1
12573,CJJJINZYWCYCL,1
12574,CJJJXEXIDIKGP,1
12575,CJJKNLOPJHWRA,1
12576,CJJNJMCJRBGHN,1
12577,CJJNTGGVSUJWO,1
12578,CJJOGASDNSCDX,1
12579,CJJQLKMZXWXMA,1
12580,CJJWKTAEOWKQZ,1
12581,CJJYJUFYLUZAX,1
12582,CJKBWJTCFOZWT,1
12583,CJKCDRTJLXUXH,1
12584,CJKCPEPESTEYR,1
12585,CJKNGPJIISGVB,1
12586,CJKONUFJRMSEH,1
12587,CJKPSOEHOTWTP,1
12588,CJKQIOOTHZWJH,1
12589,CJKTKOZRALFEU,1
12590,CJLDDTFJQWHKU,1
12591,CJLESNYCRQYMU,1
12592,CJLGKRLSWQUKA,1
12593,CJLMCNCBQLUND,1
12594,CJLMDBSOLBZZQ,1
12595,CJLMTTRECPWYU,1
12596,CJLVYBGYHOBIE,1
12597,CJMAXLBIJFDHZ,1
12598,CJMHBDOJYZLHM,1
12599,CJMLMIQJZKMWA,1
12600,CJMMOMYCYTZVU,1
12601,CJMRKPWRCSNRW,1
12602,CJNITFIXWMZIC,1
12603,CJNRYTKWUGAKE,1
12604,CJOBQNVBZNHKM,1
12605,CJOFPNVYYMCFD,1
12606,CJOIGCPCQVNMB,1
12607,CJOSZAEEYSZAZ,1
12608,CJOVKPLQQTGBQ,1
12609,CJPAGFQPGIWTL,1
12610,CJPBVTNMKNBED,1
12611,CJPPGQLJVIHEU,1
12612,CJPTELTVVBNYQ,1
12613,CJPWDTFPKRLQS,1
12614,CJQACUVWONJTK,1
12615,CJQDDCRTCEZUJ,1
12616,CJQGDXNHAGUDQ,1
12617,CJQJWTRIOGJXE,1
12618,CJQKUSQMMYPLS,1
12619,CJQKVNJMPJYJA,1
12620,CJQNGVPUFKALX,1
12621,CJQPKZJKGBMGH,1
12622,CJQRHFWUFIJZR,1
12623,CJRCDKAFEHEGZ,1
12624,CJRLXAQZJDJGX,1
12625,CJRNWFMMPCOCV,1
12626,CJRQCAQHEDSIL,1
12627,CJRSEKKAZETMP,1
12628,CJSBINOHIKQNZ,1
12629,CJSFFATSBCPXU,1
12630,CJSMKMBLPURGB,1
12631,CJSRLQUZXIBLY,1
12632,CJSROAHZQOXFB,1
12633,CJSSSTEQKAOKA,1
12634,CJSUTWMXQGAUH,1
12635,CJSYEIZNQOYAD,1
12636,CJSYHUMQFFECG,1
12637,CJSYXQSJDYOXE,1
12638,CJTATUVUUNPMO,1
12639,CJTJQHKCJLFHT,1
12640,CJTKAHRIBAQFT,1
12641,CJTMRQRCPRCDR,1
12642,CJTUKYRHUFAIW,1
12643,CJTXMRKNGNZLX,1
12644,CJTXOCPSXUVVB,1
12645,CJTXWXNKYOFIP,1
12646,CJTYLDZURSKUT,1
12647,CJTZCLGDYKTAH,1
12648,CJUBCTGQRKEXP,1
12649,CJUBNXMMXHYCF,1
12650,CJUBRUJRZOHEY,1
12651,CJUQVAUDYYPLD,1
12652,CJUTQZZGJRETS,1
12653,CJUVVHBPTAJZF,1
12654,CJUXCKUQUIAJQ,1
12655,CJUXPGJVWQHPE,1
12656,CJUXQVQIQRHFP,1
12657,CJVEDUUTIWIWU,1
12658,CJVFUHJGMYZOH,1
12659,CJVHWVRFNEVFR,1
12660,CJVNBZAMEWTVN,1
12661,CJVRIHNCRINYG,1
12662,CJVSGZYJVFGDU,1
12663,CJVTOWIDUIXZA,1
12664,CJVUWCNBGWNDF,1
12665,CJWMDDBJDNZAD,1
12666,CJWPCRCAKWRBE,1
12667,CJWSHXKQUBNBN,1
12668,CJWVPNPXURMXB,16
12669,CJXBMLFNSLDPP,2
12670,CJXCNTWSHXBBD,1
12671,CJXGSZJOIVXKU,1
12672,CJXMJPERKBENB,1
12673,CJXORWKZEEFLT,1
12674,CJXQNDZZKDQTA,1
12675,CJXRICFKQJFSY,1
12676,CJXVDXYOCVKGP,1
12677,CJXXAKHTTHWZW,1
12678,CJXXEGTKIITDD,1
12679,CJXYBOLOJYGOY,1
12680,CJYCNHNSPXSDH,1
12681,CJYDMZECGIMDO,1
12682,CJYDPLBNOFOCA,1
12683,CJYNXOISMWXNN,1
12684,CJYOWBBQATHSY,1
12685,CJYPMTPNNULKB,1
12686,CJYVAVXBCYBOI,1
12687,CJYVJSOFQWTBQ,1
12688,CJYWYXOPURCHK,1
12689,CJYZAAGQNYQDV,1
12690,CJZIQCVMRRZZF,1
12691,CJZJGGZCLZMTZ,1
12692,CJZKISTICFHON,1
12693,CJZRGQVMFNZNP,1
12694,CJZSHFCUOPWUL,1
12695,CJZVSEBXZTGKY,1
12696,CKAEBGIAKDVWG,1
12697,CKALXDKMEOHJF,1
12698,CKAQVUMXLXBXY,1
12699,CKARSVSWBYPUV,1
12700,CKATPFAJCETHK,1
12701,CKAWVYJPKVXLZ,1
12702,CKAXNHNTPFTRC,1
12703,CKBJCWQMUXYJH,1
12704,CKBMERPCTVMKM,1
12705,CKBSYQTUAZIWP,1
12706,CKCBHROYJLLIA,1
12707,CKCCQUPDCPNPT,1
12708,CKCEYIACVVCUV,1
12709,CKCFXFBHEICOC,1
12710,CKCFZOKUZSWFG,1
12711,CKCILIUIXNFIU,1
12712,CKCMOUYWBPUTT,1
12713,CKCMQRRGBQZNM,1
12714,CKCOQLKMBOJHD,1
12715,CKCRNXNJZXBHM,1
12716,CKCUBQPXEPVVC,1
12717,CKCVKATFTZYNE,1
12718,CKCWXRRERSOAC,1
12719,CKCXYZFPZPKLS,1
12720,CKDDAREZDFSTD,1
12721,CKDGSBJCBXGVF,1
12722,CKDHSYAHWRQLK,1
12723,CKDHUVCQTETKS,1
12724,CKDILBPDBRCWT,1
12725,CKDIZKDEBDZAV,1
12726,CKDJSKCCSEXAN,1
12727,CKDPPKSLBAFQJ,1
12728,CKDQWCLZWPOJS,1
12729,CKDUZXNHCDUKH,1
12730,CKDVYLKHRUWOL,1
12731,CKDWGSKWAAKJU,1
12732,CKEKGXMDZOFFF,1
12733,CKEQPGAGITWBQ,2
12734,CKFCUROZSAFNN,1
12735,CKFEJLNEVRKDH,1
12736,CKFERMODSXOSS,1
12737,CKFJBLIBAMFXC,1
12738,CKFJVNGFKLGDN,1
12739,CKFMZFOOOSYLJ,1
12740,CKFPDBYONXWQT,1
12741,CKFVKUJASDVSU,1
12742,CKFWWHUKLCRHH,1
12743,CKGAZUGRQXJMN,1
12744,CKGFUAOBECZXU,1
12745,CKGNJYOYIFEYA,1
12746,CKGPEOLNRRSDH,1
12747,CKGPPAWJVBDDR,1
12748,CKGQABLMGAGXP,1
12749,CKGRMQQEODYLQ,1
12750,CKGRTFDLJTHLN,1
12751,CKGYYNIRXQLHB,1
12752,CKGZRXKHQAPCQ,1
12753,CKHTOJYRDJWWB,1
12754,CKIAMWPIQSNCY,1
12755,CKICPERRRPZYG,1
12756,CKIILMPSKOFDM,1
12757,CKIKNBIMWKMTU,1
12758,CKINRGEYHWZJW,1
12759,CKIQJLQEGNHDH,1
12760,CKIRFAKIRNDXN,1
12761,CKIWLXCDHVKES,1
12762,CKIYOGMEISNEU,1
12763,CKJCPONXQMIAX,1
12764,CKJDOBPRUXMRU,1
12765,CKJDQZHTPPOPX,1
12766,CKJGSQCBVCQRP,1
12767,CKJGYSPDRXPVH,1
12768,CKJHRBRDBZSVP,1
12769,CKJMIBPBGNJSE,1
12770,CKJPJCHYMBGTT,1
12771,CKJYNVPKJRKYV,1
12772,CKKNSTHCIYVMV,1
12773,CKKOGXUQRDQYQ,1
12774,CKKVIDPRADEEU,1
12775,CKLEJZBGESYJI,1
12776,CKLIQQQKRZUEC,1
12777,CKLRNTHJNJELX,1
12778,CKLWMXJUJNCZX,2
12779,CKMCEVBDGQAYK,1
12780,CKMFOFNMUJCAQ,1
12781,CKMMELJKMMVVE,1
12782,CKMNREBOTGHDY,1
12783,CKMWPGANJPPTZ,1
12784,CKMXPKWAETCES,1
12785,CKMZAEMNLHTMM,1
12786,CKMZZSWYALGKD,1
12787,CKNCJSPTPPNZI,1
12788,CKNGFQXUKATRW,1
12789,CKNKXIVMSLRHV,1
12790,CKNLCTGZVBVQZ,1
12791,CKNMQAJFVUBQR,1
12792,CKNOAYKEOZBLH,1
12793,CKNOLICFLPOYU,1
12794,CKNQXZOZGRPJQ,1
12795,CKNQZLQCHITDR,1
12796,CKNRPIVESFFTP,1
12797,CKOIFODEVPBLY,1
12798,CKOQSLMXSIWKO,1
12799,CKOWMWWLSSMGK,1
12800,CKOZUSNOOZVUF,2
12801,CKPANYZZPLCES,1
12802,CKPBWXVTWDGMM,1
12803,CKPDCUGENOGSR,1
12804,CKPGNUCONSOHG,1
12805,CKPNEAFARCCKB,1
12806,CKPNIQZJHXYZH,1
12807,CKPNYTAGBTDUT,1
12808,CKPTHTRIWEQII,1
12809,CKPTURSPKSSFK,1
12810,CKPUWTCWGCASH,1
12811,CKPXUHXYFYODU,1
12812,CKQBBBEFPTZLA,1
12813,CKQBCUZYWXFGV,1
12814,CKQCAQSRAMOPE,1
12815,CKQDQGKOZXBYH,10
12816,CKQKDZBACVFLN,1
12817,CKQQRJESUJYRT,1
12818,CKQTLFOYOZNYG,1
12819,CKRCCVFJBQGWK,1
12820,CKRFFIICGLBBD,1
12821,CKRLASWPGNZVR,1
12822,CKRLYLTDXBPBL,1
12823,CKRMSMBGOXXIS,1
12824,CKRWNLCCVTNRA,1
12825,CKRYUVNZNFFEP,1
12826,CKSAXOKMIUNHJ,2
12827,CKSBNMXSCPFZK,1
12828,CKSEPEDSOYKUB,1
12829,CKSKFWMOWCSAK,1
12830,CKSKUMGWIRKYO,1
12831,CKSLEZXQKGXUP,1
12832,CKSORPYRPUMTG,1
12833,CKSSEMITPXIRL,1
12834,CKSTZOSQQPYQV,1
12835,CKSVSPXGZGGSR,1
12836,CKSWXTZVWCRQH,1
12837,CKTETHCHJLECH,1
12838,CKTFWJXNMBXJQ,1
12839,CKTGBSESTSEID,1
12840,CKTGSZIENEIDZ,1
12841,CKTTDQSRNNLEN,1
12842,CKTWOYIIYVGGJ,1
12843,CKTXXESYANELC,1
12844,CKTZYBKXZGETZ,1
12845,CKUBHVKTHHOED,1
12846,CKUBOCFFKZRYT,1
12847,CKUDYPQGYFQHE,1
12848,CKUGDDYLGDPSS,1
12849,CKUGZWXRSHQPF,1
12850,CKUJDPWGFOHNL,1
12851,CKUKACXUTZAHW,1
12852,CKUKUTLGXOGHY,1
12853,CKUQFSUEBKMUJ,1
12854,CKUVHMJPBLTEJ,1
12855,CKUWNXIQGMNAQ,1
12856,CKUXRGHADOPEU,1
12857,CKUXSEMGMOIWL,1
12858,CKVCKWBMDCIHY,1
12859,CKVFUXSJPDPKG,1
12860,CKVJXDGSTJRPZ,1
12861,CKVLYVVJSOBHG,1
12862,CKVNFWIMVILUV,1
12863,CKVSBHKYBFPHZ,1
12864,CKWAQKASCMFKT,1
12865,CKWBUCAMXCVOO,1
12866,CKWCAOXIXBZHJ,1
12867,CKWCYSRJCPVBI,1
12868,CKWFEYFYKKAIZ,1
12869,CKWFLFBFJLGHB,1
12870,CKWGJNLOQAVUA,1
12871,CKWIMVYPZNXOG,1
12872,CKWLPZVRZUANO,1
12873,CKWNPEOVLVMLU,1
12874,CKWOUAIZXETMC,1
12875,CKWRQPWKBRNIN,2
12876,CKWTHMZVMLRBV,1
12877,CKWYKFPUCQIEL,1
12878,CKWZTJRDNSZBQ,1
12879,CKXDSGQEANCCB,1
12880,CKXGPQHEYMWKU,1
12881,CKXGRORLYBXYL,1
12882,CKXJBGJVAFPQH,1
12883,CKXLCHWHUDXRO,1
12884,CKXNCZYMHFJDN,1
12885,CKXPIQPESIUTH,1
12886,CKXUAVZPCHJJD,1
12887,CKXUJDOPLKFII,1
12888,CKXZNLUUZLMKK,1
12889,CKYGLZACTZAAX,1
12890,CKYHXDQGFQCPF,1
12891,CKYILCCYERGDM,1
12892,CKYIQRNPSCRAO,1
12893,CKYKAMVNAZRZB,1
12894,CKYPCGFPMPAZV,2
12895,CKYQHSXZHIYPC,1
12896,CKYRLVTDSSSCR,2
12897,CKYSFSCKDACMF,1
12898,CKYYWKQCICWVD,1
12899,CKYZCRKAVINKV,1
12900,CKZDGMQQOYEYK,1
12901,CKZHLWAWFJUUY,1
12902,CKZHMONFRBOBS,1
12903,CKZZUCEWFQSHY,1
12904,CLAACUOADIHZO,1
12905,CLAFKGDNOBANQ,1
12906,CLAHYCEXKEHJP,1
12907,CLAICUMJKMJOU,1
12908,CLAJYXWBLHKGI,1
12909,CLAXYNFUFEKUQ,1
12910,CLBASPIFAQMLY,1
12911,CLBFSJSGIGJMQ,1
12912,CLBGYFSGFOQZD,1
12913,CLBITBNJYMCMU,1
12914,CLBRRLHRQGCPZ,1
12915,CLBXUAXVEGRDW,1
12916,CLBZGACHKELCD,1
12917,CLBZWHKHBMFGZ,1
12918,CLBZYHLJRJWHE,1
12919,CLCBTOOSHSMBM,1
12920,CLCNLIRJWJVPI,1
12921,CLCQPUBTQMGKK,1
12922,CLCQSPNKZMGJP,1
12923,CLCXOXQCUFSLS,1
12924,CLCYDLQMBWONM,1
12925,CLDAPWIBBJAEL,2
12926,CLDAWLVZLPHGB,1
12927,CLDBBCMWWWTUW,1
12928,CLDCPTIMZTFVF,1
12929,CLDDQVEAGXDVN,1
12930,CLDEVKPQIPLFR,1
12931,CLDFUBQVFFEEO,1
12932,CLDMFTTPFLFXA,1
12933,CLDPKDAFVDIJF,1
12934,CLDQPJOWOTPJU,1
12935,CLDSFLQESKRYT,1
12936,CLDTVCSRQLQOS,1
12937,CLEAHFJWCQUEP,1
12938,CLEBCPQJSOPKW,1
12939,CLEDCKNFYOUTZ,1
12940,CLEEMJGMZLJCV,1
12941,CLEESHRRCFABD,1
12942,CLELNFFOOERJR,1
12943,CLEWYYKZZOFJO,1
12944,CLFCCHRCAGKVF,1
12945,CLFFBTBNAMNSC,1
12946,CLFLEUXRKOFTG,1
12947,CLFWLBSNNDWYL,1
12948,CLFYFBABBHJGU,1
12949,CLFYMTXFPMUXV,1
12950,CLFZKGFFOCCYP,1
12951,CLGCMMEUXATFK,1
12952,CLGCPVPCSZGAV,1
12953,CLGJIPWNTFDEE,1
12954,CLGLOXTVJEZHR,1
12955,CLGRUNYQJSDUC,1
12956,CLGUFPAFOLWNQ,1
12957,CLGVZBTOWDLNV,1
12958,CLGXEYWXNFDTA,1
12959,CLGYISWGNCXGL,1
12960,CLHDQCGWMAXPU,1
12961,CLHECUJPISYTC,1
12962,CLHHNUFGTOWHR,1
12963,CLHLGHSRPPWWN,1
12964,CLHQEFXGACJKE,1
12965,CLHVAFATPVZLI,1
12966,CLHZPLFSOBQTU,2
12967,CLICPCBUIZJAI,1
12968,CLIDHKGYSYLER,1
12969,CLIEYDRXVSQRG,1
12970,CLIGBUFEYFFZD,1
12971,CLIGHRSZYRITV,1
12972,CLIIBPCFEGWNU,1
12973,CLIRARTABAYPQ,1
12974,CLIRWZUIULVCG,1
12975,CLIVSIFICQTLS,1
12976,CLIWNNYJHKZPF,2
12977,CLJFRNRJVAOSP,1
12978,CLJHDEZQRLLFO,1
12979,CLJKKBRMECBTO,1
12980,CLJQHXLHBTBYS,1
12981,CLJQWYTKVYTXT,1
12982,CLJRCDBHGWOQF,2
12983,CLJRWVTAUJMDY,1
12984,CLJTQKNHXKRKY,1
12985,CLJTQKNVNTRNG,1
12986,CLJYKAAWYYLAJ,1
12987,CLJZDRCGKIOIF,1
12988,CLJZQXWFGTRNB,1
12989,CLKFHRAENYQNY,1
12990,CLKFRDSIVANUG,1
12991,CLKIMDNMJFYCJ,1
12992,CLKKKKFHLMXOT,1
12993,CLKNBMURTDOVR,1
12994,CLKQVIBHPHYGK,1
12995,CLKUTXZUGALRT,1
12996,CLKVQDFSZTTPS,1
12997,CLKYMYLCDWFLX,1
12998,CLLCEXVFUFVPB,1
12999,CLLGKFNTWRHYP,1
13000,CLLLHYKFDVOMA,1
13001,CLLNWWJGLKOAB,1
13002,CLLPPUPYFEPCU,1
13003,CLLQKXFBJXMOL,1
13004,CLLWYCDQQQZJF,9
13005,CLLXKGLDBRJDG,1
13006,CLLYCPCBTHMRH,1
13007,CLLZDTLWXAGZY,1
13008,CLMCNLPHUYYZO,2
13009,CLMCTJBLKURFI,1
13010,CLMEZJPPDTADO,1
13011,CLMGANSCRXRXK,1
13012,CLMHEAWCBJTNM,1
13013,CLMHKBQJRZBAY,1
13014,CLMJVFDHSFCWV,1
13015,CLMNNCQRVIURX,1
13016,CLMPYAUROXLNG,1
13017,CLMQQEUPJCXSX,1
13018,CLMTGYNJRCHEW,1
13019,CLMVITQXWGODB,1
13020,CLNFCJTWWYOAI,1
13021,CLNIGSFWYASZB,1
13022,CLNTFAURSESER,1
13023,CLNVZKILNETNE,1
13024,CLNWDPHSMJFRB,1
13025,CLNYACXCIXVWP,1
13026,CLOAATKNWCUNT,1
13027,CLOEKSAFCVZEP,1
13028,CLOESDXEDJUMN,1
13029,CLOHCTJSXUXWA,13
13030,CLOJUOUVOUXFS,1
13031,CLONGIXNVGMMQ,1
13032,CLONVWWFGWJTW,1
13033,CLOSRPOKVWRVV,1
13034,CLOXLTMWTTXMX,1
13035,CLPBXGYTMRXLS,1
13036,CLPHDRQSGVAZS,1
13037,CLPIOLARUZYYF,1
13038,CLQDKQPFZFFOH,1
13039,CLQENLOJGVZXK,1
13040,CLQGVNJBMNJQB,1
13041,CLQHFHTPNVIPI,1
13042,CLQNLIRROUVSE,1
13043,CLQRRNPOPRPUP,1
13044,CLQXALAMTXZYD,1
13045,CLQZQJFJXAMUR,1
13046,CLRBXXSAEIWZI,1
13047,CLRFTRJSIHEVI,2
13048,CLRIDUUBGALIR,1
13049,CLRXLJLLRDPWL,1
13050,CLRYKYCXGMPQL,2
13051,CLRYOJQTEGYDF,1
13052,CLSCLZBKYIWHP,1
13053,CLSGFQJYDNPAI,1
13054,CLSLBZNQWOKWU,1
13055,CLSMIMTASTCSK,1
13056,CLSQSDWFEPSCE,1
13057,CLSSGGBVPIDJL,1
13058,CLSTHYOMFLWJI,1
13059,CLSXDAARPVJBU,2
13060,CLSZFWOBWDWJR,1
13061,CLTFJEHYMIYTB,1
13062,CLTKMNCLXTKCW,1
13063,CLTTKFVLGJUSZ,1
13064,CLTWKVSGDCFRD,1
13065,CLUBFVVDVVHNS,1
13066,CLUCBMTGJJWAO,1
13067,CLUPDXHSPQQFC,1
13068,CLUXGQULFXTRW,1
13069,CLVCOVSXMCUIK,1
13070,CLVEFDZWMQMME,1
13071,CLVJALJZUMNDG,1
13072,CLVJGESRRZPGI,1
13073,CLVMFAUQMTLFI,1
13074,CLVSAISYADEBW,1
13075,CLVUGFYENJCSU,1
13076,CLWAFMBMWQGMQ,1
13077,CLWCUWJKSORSF,1
13078,CLWDUTSCNKEYC,1
13079,CLWGOCAIMAKAE,1
13080,CLWHUAUHQSQZB,8
13081,CLWKFLFWPTFIZ,1
13082,CLWMOAONWBJKW,1
13083,CLWOEFWSQYKIB,1
13084,CLWOJJHKEFDIE,1
13085,CLWRHGZZWFTSK,1
13086,CLWRQMQCGSTYQ,1
13087,CLXDSXFHUPTKD,1
13088,CLXFVPUTOBEWK,1
13089,CLXIOHBKGDQUA,1
13090,CLXKEJXKVSPMM,1
13091,CLXNEWITHSRRR,1
13092,CLYLHNYUVZPCJ,1
13093,CLYMSGMMTFQGQ,1
13094,CLZBBFQIPGCAF,1
13095,CLZCCTCBDDYMQ,1
13096,CLZEMIPVKGTPL,1
13097,CLZETCYCXNITT,1
13098,CLZLDMQXZAUIT,1
13099,CLZPDECZXCQMP,2
13100,CLZPUVTSFSAAQ,1
13101,CLZVSITJKVAPW,1
13102,CLZXUCNJRRERH,1
13103,CLZYNLXIEXNEB,1
13104,CMAOFXWUKEYQX,1
13105,CMAPCWDOOQNTX,1
13106,CMAXEIUTGHHBI,1
13107,CMAZTHPFTENPT,1
13108,CMBBEESXBYMPK,1
13109,CMBGEOXUVSKXZ,1
13110,CMBJPAPSYYYXA,1
13111,CMBOEYYTHKKIW,1
13112,CMBXGLMXWPQBA,2
13113,CMCHAHRVKHSDS,1
13114,CMCKPNXMXOENF,1
13115,CMCRSWEQYQRFE,1
13116,CMCSMHHYDBTDN,1
13117,CMCTULARSAZIG,1
13118,CMCXFGRHYSTVJ,2
13119,CMCXKOEGCSQZU,1
13120,CMCYBDUQHEQKC,1
13121,CMCYOEFZUGYXD,1
13122,CMDAJIBJOYLMV,1
13123,CMDJWNWCLAZFX,1
13124,CMDVTHIPYJZTE,1
13125,CMDVVKPKHPUVF,1
13126,CMEAJWWJUIXFO,1
13127,CMEFMYPFCQKNW,1
13128,CMELPGSTWZBIB,1
13129,CMEVARDUZRHOR,1
13130,CMEZKEFKTTETC,1
13131,CMFDGAJBLHRKK,1
13132,CMFDYPBJFBXKR,1
13133,CMFHRWJOSHWYG,1
13134,CMFKCNFHSTCEB,1
13135,CMFKDJRILSKIC,1
13136,CMFLRAWZVVFUE,1
